,Year,Location Description,Topic Description,Response,Data Value,Low Confidence Limit,High Confidence Limit,Sample Size,Gender,Legislation Percentage
853,2017,Vermont,Cigarette Use (Adults),Every Day,75.5,69.2,81.8,400,Male,83.0
854,2017,Vermont,Cigarette Use (Adults),Every Day,73.6,68.0,79.2,438,Female,83.0
855,2017,Vermont,Cigarette Use (Adults),Some Days,25.4,21.1,29.7,838,Overall,83.0
856,2017,Vermont,Cigarette Use (Adults),Some Days,24.5,18.2,30.8,400,Male,83.0
857,2017,Vermont,Cigarette Use (Adults),Some Days,26.4,20.8,32.0,438,Female,83.0
858,2016,Vermont,Cigarette Use (Adults),Every Day,73.5,69.3,77.7,906,Overall,83.0
859,2016,Vermont,Cigarette Use (Adults),Every Day,69.9,63.8,76.0,451,Male,83.0
860,2016,Vermont,Cigarette Use (Adults),Every Day,78.1,72.6,83.6,455,Female,83.0
861,2016,Vermont,Cigarette Use (Adults),Some Days,26.5,22.3,30.7,906,Overall,83.0
862,2016,Vermont,Cigarette Use (Adults),Some Days,30.1,24.0,36.2,451,Male,83.0
863,2016,Vermont,Cigarette Use (Adults),Some Days,21.9,16.4,27.4,455,Female,83.0
864,2018,Virginia,Cigarette Use (Adults),Every Day,68.4,65.0,71.8,1450,Overall,79.2
865,2018,Virginia,Cigarette Use (Adults),Every Day,66.1,61.2,71.0,723,Male,79.2
866,2018,Virginia,Cigarette Use (Adults),Every Day,71.3,66.8,75.8,727,Female,79.2
867,2018,Virginia,Cigarette Use (Adults),Some Days,31.6,28.2,35.0,1450,Overall,79.2
868,2018,Virginia,Cigarette Use (Adults),Some Days,33.9,29.0,38.8,723,Male,79.2
869,2018,Virginia,Cigarette Use (Adults),Some Days,28.7,24.2,33.2,727,Female,79.2
870,2017,Virginia,Cigarette Use (Adults),Every Day,68.1,64.6,71.6,1336,Overall,79.2
871,2017,Virginia,Cigarette Use (Adults),Every Day,65.9,60.6,71.2,624,Male,79.2
872,2017,Virginia,Cigarette Use (Adults),Every Day,70.8,66.3,75.3,712,Female,79.2
873,2017,Virginia,Cigarette Use (Adults),Some Days,31.9,28.4,35.4,1336,Overall,79.2
874,2017,Virginia,Cigarette Use (Adults),Some Days,34.1,28.8,39.4,624,Male,79.2
875,2017,Virginia,Cigarette Use (Adults),Some Days,29.2,24.7,33.7,712,Female,79.2
876,2016,Virginia,Cigarette Use (Adults),Every Day,72.9,69.8,76.0,1262,Overall,79.2
877,2016,Virginia,Cigarette Use (Adults),Every Day,72.9,68.6,77.2,605,Male,79.2
878,2016,Virginia,Cigarette Use (Adults),Every Day,72.9,68.5,77.3,657,Female,79.2
879,2016,Virginia,Cigarette Use (Adults),Some Days,27.1,24.0,30.2,1262,Overall,79.2
880,2016,Virginia,Cigarette Use (Adults),Some Days,27.1,22.8,31.4,605,Male,79.2
881,2016,Virginia,Cigarette Use (Adults),Some Days,27.1,22.7,31.5,657,Female,79.2
882,2018,Washington,Cigarette Use (Adults),Every Day,69.0,65.6,72.4,1303,Overall,86.4
883,2018,Washington,Cigarette Use (Adults),Every Day,66.4,61.5,71.3,631,Male,86.4
884,2018,Washington,Cigarette Use (Adults),Every Day,72.2,67.6,76.8,672,Female,86.4
885,2018,Washington,Cigarette Use (Adults),Some Days,31.0,27.6,34.4,1303,Overall,86.4
886,2018,Washington,Cigarette Use (Adults),Some Days,33.6,28.7,38.5,631,Male,86.4
887,2018,Washington,Cigarette Use (Adults),Some Days,27.8,23.2,32.4,672,Female,86.4
888,2017,Washington,Cigarette Use (Adults),Every Day,67.0,63.8,70.2,1496,Overall,86.4
889,2017,Washington,Cigarette Use (Adults),Every Day,65.8,61.4,70.2,754,Male,86.4
890,2017,Washington,Cigarette Use (Adults),Every Day,68.4,63.9,72.9,742,Female,86.4
891,2017,Washington,Cigarette Use (Adults),Some Days,33.0,29.8,36.2,1496,Overall,86.4
892,2017,Washington,Cigarette Use (Adults),Some Days,34.2,29.8,38.6,754,Male,86.4
893,2017,Washington,Cigarette Use (Adults),Some Days,31.6,27.1,36.1,742,Female,86.4
894,2016,Washington,Cigarette Use (Adults),Every Day,65.9,62.9,68.9,1603,Overall,86.4
895,2016,Washington,Cigarette Use (Adults),Every Day,63.9,59.8,68.0,797,Male,86.4
896,2016,Washington,Cigarette Use (Adults),Every Day,68.5,64.4,72.6,806,Female,86.4
897,2016,Washington,Cigarette Use (Adults),Some Days,34.1,31.1,37.1,1603,Overall,86.4
898,2016,Washington,Cigarette Use (Adults),Some Days,36.1,32.0,40.2,797,Male,86.4
899,2016,Washington,Cigarette Use (Adults),Some Days,31.5,27.4,35.6,806,Female,86.4
900,2018,West Virginia,Cigarette Use (Adults),Every Day,81.5,78.6,84.4,1018,Overall,77.4
901,2018,West Virginia,Cigarette Use (Adults),Every Day,78.5,73.9,83.1,462,Male,77.4
902,2018,West Virginia,Cigarette Use (Adults),Every Day,84.5,81.0,88.0,556,Female,77.4
903,2018,West Virginia,Cigarette Use (Adults),Some Days,18.5,15.6,21.4,1018,Overall,77.4
904,2018,West Virginia,Cigarette Use (Adults),Some Days,21.5,16.9,26.1,462,Male,77.4
905,2018,West Virginia,Cigarette Use (Adults),Some Days,15.5,12.0,19.0,556,Female,77.4
906,2017,West Virginia,Cigarette Use (Adults),Every Day,76.7,73.6,79.8,1184,Overall,77.4
907,2017,West Virginia,Cigarette Use (Adults),Every Day,74.4,69.5,79.3,500,Male,77.4
908,2017,West Virginia,Cigarette Use (Adults),Every Day,78.8,74.9,82.7,684,Female,77.4
909,2017,West Virginia,Cigarette Use (Adults),Some Days,23.3,20.2,26.4,1184,Overall,77.4
910,2017,West Virginia,Cigarette Use (Adults),Some Days,25.6,20.7,30.5,500,Male,77.4
911,2017,West Virginia,Cigarette Use (Adults),Some Days,21.2,17.3,25.1,684,Female,77.4
912,2016,West Virginia,Cigarette Use (Adults),Every Day,79.3,76.8,81.8,1523,Overall,77.4
913,2016,West Virginia,Cigarette Use (Adults),Every Day,77.2,73.5,80.9,707,Male,77.4
914,2016,West Virginia,Cigarette Use (Adults),Every Day,81.4,78.2,84.6,816,Female,77.4
915,2016,West Virginia,Cigarette Use (Adults),Some Days,20.7,18.2,23.2,1523,Overall,77.4
916,2016,West Virginia,Cigarette Use (Adults),Some Days,22.8,19.1,26.5,707,Male,77.4
917,2016,West Virginia,Cigarette Use (Adults),Some Days,18.6,15.4,21.8,816,Female,77.4
918,2018,Wisconsin,Cigarette Use (Adults),Every Day,72.6,68.3,76.9,741,Overall,85.5
919,2018,Wisconsin,Cigarette Use (Adults),Every Day,70.8,64.8,76.8,396,Male,85.5
920,2018,Wisconsin,Cigarette Use (Adults),Every Day,74.8,68.7,80.9,345,Female,85.5
921,2018,Wisconsin,Cigarette Use (Adults),Some Days,27.4,23.1,31.7,741,Overall,85.5
922,2018,Wisconsin,Cigarette Use (Adults),Some Days,29.2,23.2,35.2,396,Male,85.5
923,2018,Wisconsin,Cigarette Use (Adults),Some Days,25.2,19.1,31.3,345,Female,85.5
924,2017,Wisconsin,Cigarette Use (Adults),Every Day,72.9,68.8,77.0,834,Overall,85.5
925,2017,Wisconsin,Cigarette Use (Adults),Every Day,72.2,66.4,78.0,389,Male,85.5
926,2017,Wisconsin,Cigarette Use (Adults),Every Day,73.8,68.1,79.5,445,Female,85.5
927,2017,Wisconsin,Cigarette Use (Adults),Some Days,27.1,23.0,31.2,834,Overall,85.5
928,2017,Wisconsin,Cigarette Use (Adults),Some Days,27.8,22.0,33.6,389,Male,85.5
929,2017,Wisconsin,Cigarette Use (Adults),Some Days,26.2,20.5,31.9,445,Female,85.5
930,2016,Wisconsin,Cigarette Use (Adults),Every Day,72.7,68.5,76.9,738,Overall,85.5
931,2016,Wisconsin,Cigarette Use (Adults),Every Day,71.6,65.7,77.5,365,Male,85.5
932,2016,Wisconsin,Cigarette Use (Adults),Every Day,73.9,67.8,80.0,373,Female,85.5
933,2016,Wisconsin,Cigarette Use (Adults),Some Days,27.3,23.1,31.5,738,Overall,85.5
934,2016,Wisconsin,Cigarette Use (Adults),Some Days,28.4,22.5,34.3,365,Male,85.5
935,2016,Wisconsin,Cigarette Use (Adults),Some Days,26.1,20.0,32.2,373,Female,85.5
936,2018,Wyoming,Cigarette Use (Adults),Every Day,72.2,67.8,76.6,651,Overall,79.5
937,2018,Wyoming,Cigarette Use (Adults),Every Day,73.7,67.9,79.5,307,Male,79.5
938,2018,Wyoming,Cigarette Use (Adults),Every Day,70.4,63.8,77.0,344,Female,79.5
939,2018,Wyoming,Cigarette Use (Adults),Some Days,27.8,23.4,32.2,651,Overall,79.5
940,2018,Wyoming,Cigarette Use (Adults),Some Days,26.3,20.5,32.1,307,Male,79.5
941,2018,Wyoming,Cigarette Use (Adults),Some Days,29.6,23.0,36.2,344,Female,79.5
942,2017,Wyoming,Cigarette Use (Adults),Every Day,74.9,70.8,79.0,653,Overall,79.5
943,2017,Wyoming,Cigarette Use (Adults),Every Day,76.5,70.8,82.2,310,Male,79.5
944,2017,Wyoming,Cigarette Use (Adults),Every Day,73.1,67.2,79.0,343,Female,79.5
945,2017,Wyoming,Cigarette Use (Adults),Some Days,25.1,21.0,29.2,653,Overall,79.5
946,2017,Wyoming,Cigarette Use (Adults),Some Days,23.5,17.8,29.2,310,Male,79.5
947,2017,Wyoming,Cigarette Use (Adults),Some Days,26.9,21.0,32.8,343,Female,79.5
948,2016,Wyoming,Cigarette Use (Adults),Every Day,77.1,72.3,81.9,624,Overall,79.5
949,2016,Wyoming,Cigarette Use (Adults),Every Day,74.5,67.3,81.7,285,Male,79.5
950,2016,Wyoming,Cigarette Use (Adults),Every Day,79.6,73.3,85.9,339,Female,79.5
951,2016,Wyoming,Cigarette Use (Adults),Some Days,22.9,18.1,27.7,624,Overall,79.5
952,2016,Wyoming,Cigarette Use (Adults),Some Days,25.5,18.3,32.7,285,Male,79.5
953,2016,Wyoming,Cigarette Use (Adults),Some Days,20.4,14.1,26.7,339,Female,79.5
0,2017,Alabama,E-Cigarette Use (Adults),Every Day,32.9,24.8,41.0,226,Overall,75.7
1,2017,Alabama,E-Cigarette Use (Adults),Every Day,34.6,23.4,45.8,110,Male,75.7
2,2017,Alabama,E-Cigarette Use (Adults),Every Day,30.4,18.7,42.1,116,Female,75.7
3,2017,Alabama,E-Cigarette Use (Adults),Some Days,67.1,59.0,75.2,226,Overall,75.7
4,2017,Alabama,E-Cigarette Use (Adults),Some Days,65.4,54.2,76.6,110,Male,75.7
5,2017,Alabama,E-Cigarette Use (Adults),Some Days,69.6,57.9,81.3,116,Female,75.7
6,2016,Alabama,E-Cigarette Use (Adults),Every Day,30.6,23.6,37.6,284,Overall,75.7
7,2016,Alabama,E-Cigarette Use (Adults),Every Day,34.9,24.6,45.2,131,Male,75.7
8,2016,Alabama,E-Cigarette Use (Adults),Every Day,24.1,16.3,31.9,153,Female,75.7
9,2016,Alabama,E-Cigarette Use (Adults),Some Days,69.4,62.4,76.4,284,Overall,75.7
10,2016,Alabama,E-Cigarette Use (Adults),Some Days,65.1,54.8,75.4,131,Male,75.7
11,2016,Alabama,E-Cigarette Use (Adults),Some Days,75.9,68.1,83.7,153,Female,75.7
12,2018,Alaska,E-Cigarette Use (Adults),Every Day,33.9,22.4,45.4,99,Overall,82.2
13,2018,Alaska,E-Cigarette Use (Adults),Every Day,34.8,20.8,48.8,64,Male,82.2
14,2018,Alaska,E-Cigarette Use (Adults),Every Day,,,,,Female,82.2
15,2018,Alaska,E-Cigarette Use (Adults),Some Days,66.1,54.6,77.6,99,Overall,82.2
16,2018,Alaska,E-Cigarette Use (Adults),Some Days,65.2,51.2,79.2,64,Male,82.2
17,2018,Alaska,E-Cigarette Use (Adults),Some Days,,,,,Female,82.2
18,2017,Alaska,E-Cigarette Use (Adults),Every Day,30.4,14.5,46.3,68,Overall,82.2
19,2017,Alaska,E-Cigarette Use (Adults),Every Day,,,,,Male,82.2
20,2017,Alaska,E-Cigarette Use (Adults),Every Day,,,,,Female,82.2
21,2017,Alaska,E-Cigarette Use (Adults),Some Days,69.6,53.7,85.5,68,Overall,82.2
22,2017,Alaska,E-Cigarette Use (Adults),Some Days,,,,,Male,82.2
23,2017,Alaska,E-Cigarette Use (Adults),Some Days,,,,,Female,82.2
24,2016,Alaska,E-Cigarette Use (Adults),Every Day,31.2,16.5,45.9,88,Overall,82.2
25,2016,Alaska,E-Cigarette Use (Adults),Every Day,,,,,Male,82.2
26,2016,Alaska,E-Cigarette Use (Adults),Every Day,,,,,Female,82.2
27,2016,Alaska,E-Cigarette Use (Adults),Some Days,68.8,54.1,83.5,88,Overall,82.2
28,2016,Alaska,E-Cigarette Use (Adults),Some Days,,,,,Male,82.2
29,2016,Alaska,E-Cigarette Use (Adults),Some Days,,,,,Female,82.2
30,2017,Arizona,E-Cigarette Use (Adults),Every Day,39.1,33.9,44.3,542,Overall,80.2
31,2017,Arizona,E-Cigarette Use (Adults),Every Day,43.4,36.7,50.1,307,Male,80.2
32,2017,Arizona,E-Cigarette Use (Adults),Every Day,31.8,24.3,39.3,235,Female,80.2
33,2017,Arizona,E-Cigarette Use (Adults),Some Days,60.9,55.7,66.1,542,Overall,80.2
34,2017,Arizona,E-Cigarette Use (Adults),Some Days,56.6,49.9,63.3,307,Male,80.2
35,2017,Arizona,E-Cigarette Use (Adults),Some Days,68.2,60.7,75.7,235,Female,80.2
36,2016,Arizona,E-Cigarette Use (Adults),Every Day,42.6,34.9,50.3,338,Overall,80.2
37,2016,Arizona,E-Cigarette Use (Adults),Every Day,38.7,28.2,49.2,151,Male,80.2
38,2016,Arizona,E-Cigarette Use (Adults),Every Day,47.8,36.7,58.9,187,Female,80.2
39,2016,Arizona,E-Cigarette Use (Adults),Some Days,57.4,49.7,65.1,338,Overall,80.2
40,2016,Arizona,E-Cigarette Use (Adults),Some Days,61.3,50.8,71.8,151,Male,80.2
41,2016,Arizona,E-Cigarette Use (Adults),Some Days,52.2,41.1,63.3,187,Female,80.2
42,2018,Arkansas,E-Cigarette Use (Adults),Every Day,29.4,20.7,38.1,182,Overall,78.1
43,2018,Arkansas,E-Cigarette Use (Adults),Every Day,33.1,18.8,47.4,66,Male,78.1
44,2018,Arkansas,E-Cigarette Use (Adults),Every Day,25.7,16.0,35.4,116,Female,78.1
45,2018,Arkansas,E-Cigarette Use (Adults),Some Days,70.6,61.9,79.3,182,Overall,78.1
46,2018,Arkansas,E-Cigarette Use (Adults),Some Days,66.9,52.6,81.2,66,Male,78.1
47,2018,Arkansas,E-Cigarette Use (Adults),Some Days,74.3,64.6,84.0,116,Female,78.1
48,2017,Arkansas,E-Cigarette Use (Adults),Every Day,39.5,27.1,51.9,141,Overall,78.1
49,2017,Arkansas,E-Cigarette Use (Adults),Every Day,44.1,28.2,60.0,66,Male,78.1
50,2017,Arkansas,E-Cigarette Use (Adults),Every Day,25.7,12.6,38.8,75,Female,78.1
51,2017,Arkansas,E-Cigarette Use (Adults),Some Days,60.5,48.1,72.9,141,Overall,78.1
52,2017,Arkansas,E-Cigarette Use (Adults),Some Days,55.9,40.0,71.8,66,Male,78.1
53,2017,Arkansas,E-Cigarette Use (Adults),Some Days,74.3,61.2,87.4,75,Female,78.1
54,2016,Arkansas,E-Cigarette Use (Adults),Every Day,36.3,25.3,47.3,177,Overall,78.1
55,2016,Arkansas,E-Cigarette Use (Adults),Every Day,36.7,21.6,51.8,72,Male,78.1
56,2016,Arkansas,E-Cigarette Use (Adults),Every Day,35.8,20.1,51.5,105,Female,78.1
57,2016,Arkansas,E-Cigarette Use (Adults),Some Days,63.7,52.7,74.7,177,Overall,78.1
58,2016,Arkansas,E-Cigarette Use (Adults),Some Days,63.3,48.2,78.4,72,Male,78.1
59,2016,Arkansas,E-Cigarette Use (Adults),Some Days,64.2,48.5,79.9,105,Female,78.1
60,2017,California,E-Cigarette Use (Adults),Every Day,37.1,30.1,44.1,267,Overall,76.7
61,2017,California,E-Cigarette Use (Adults),Every Day,38.8,30.1,47.5,172,Male,76.7
62,2017,California,E-Cigarette Use (Adults),Every Day,33.2,21.7,44.7,95,Female,76.7
63,2017,California,E-Cigarette Use (Adults),Some Days,62.9,55.9,69.9,267,Overall,76.7
64,2017,California,E-Cigarette Use (Adults),Some Days,61.2,52.5,69.9,172,Male,76.7
65,2017,California,E-Cigarette Use (Adults),Some Days,66.8,55.3,78.3,95,Female,76.7
66,2016,California,E-Cigarette Use (Adults),Every Day,31.3,24.7,37.9,294,Overall,76.7
67,2016,California,E-Cigarette Use (Adults),Every Day,32.0,23.9,40.1,183,Male,76.7
68,2016,California,E-Cigarette Use (Adults),Every Day,29.8,18.4,41.2,111,Female,76.7
69,2016,California,E-Cigarette Use (Adults),Some Days,68.7,62.1,75.3,294,Overall,76.7
70,2016,California,E-Cigarette Use (Adults),Some Days,68.0,59.9,76.1,183,Male,76.7
71,2016,California,E-Cigarette Use (Adults),Some Days,70.2,58.8,81.6,111,Female,76.7
72,2017,Colorado,E-Cigarette Use (Adults),Every Day,35.7,29.5,41.9,324,Overall,81.5
73,2017,Colorado,E-Cigarette Use (Adults),Every Day,38.3,30.2,46.4,180,Male,81.5
74,2017,Colorado,E-Cigarette Use (Adults),Every Day,31.0,21.9,40.1,144,Female,81.5
75,2017,Colorado,E-Cigarette Use (Adults),Some Days,64.3,58.1,70.5,324,Overall,81.5
76,2017,Colorado,E-Cigarette Use (Adults),Some Days,61.7,53.6,69.8,180,Male,81.5
77,2017,Colorado,E-Cigarette Use (Adults),Some Days,69.0,59.9,78.1,144,Female,81.5
78,2016,Colorado,E-Cigarette Use (Adults),Every Day,28.7,23.7,33.7,453,Overall,81.5
79,2016,Colorado,E-Cigarette Use (Adults),Every Day,32.1,25.3,38.9,251,Male,81.5
80,2016,Colorado,E-Cigarette Use (Adults),Every Day,23.9,16.7,31.1,202,Female,81.5
81,2016,Colorado,E-Cigarette Use (Adults),Some Days,71.3,66.3,76.3,453,Overall,81.5
82,2016,Colorado,E-Cigarette Use (Adults),Some Days,67.9,61.1,74.7,251,Male,81.5
83,2016,Colorado,E-Cigarette Use (Adults),Some Days,76.1,68.9,83.3,202,Female,81.5
84,2018,Connecticut,E-Cigarette Use (Adults),Every Day,36.9,30.2,43.6,354,Overall,81.3
85,2018,Connecticut,E-Cigarette Use (Adults),Every Day,42.8,34.0,51.6,211,Male,81.3
86,2018,Connecticut,E-Cigarette Use (Adults),Every Day,26.7,17.5,35.9,143,Female,81.3
87,2018,Connecticut,E-Cigarette Use (Adults),Some Days,63.1,56.4,69.8,354,Overall,81.3
88,2018,Connecticut,E-Cigarette Use (Adults),Some Days,57.2,48.4,66.0,211,Male,81.3
89,2018,Connecticut,E-Cigarette Use (Adults),Some Days,73.3,64.1,82.5,143,Female,81.3
90,2017,Connecticut,E-Cigarette Use (Adults),Every Day,37.1,28.7,45.5,229,Overall,81.3
91,2017,Connecticut,E-Cigarette Use (Adults),Every Day,39.3,28.4,50.2,124,Male,81.3
92,2017,Connecticut,E-Cigarette Use (Adults),Every Day,32.4,20.4,44.4,105,Female,81.3
93,2017,Connecticut,E-Cigarette Use (Adults),Some Days,62.9,54.5,71.3,229,Overall,81.3
94,2017,Connecticut,E-Cigarette Use (Adults),Some Days,60.7,49.8,71.6,124,Male,81.3
95,2017,Connecticut,E-Cigarette Use (Adults),Some Days,67.6,55.6,79.6,105,Female,81.3
96,2016,Connecticut,E-Cigarette Use (Adults),Every Day,27.2,19.6,34.8,249,Overall,81.3
97,2016,Connecticut,E-Cigarette Use (Adults),Every Day,24.8,15.0,34.6,134,Male,81.3
98,2016,Connecticut,E-Cigarette Use (Adults),Every Day,31.1,19.4,42.8,115,Female,81.3
99,2016,Connecticut,E-Cigarette Use (Adults),Some Days,72.8,65.2,80.4,249,Overall,81.3
100,2016,Connecticut,E-Cigarette Use (Adults),Some Days,75.2,65.4,85.0,134,Male,81.3
101,2016,Connecticut,E-Cigarette Use (Adults),Some Days,68.9,57.2,80.6,115,Female,81.3
102,2018,Delaware,E-Cigarette Use (Adults),Every Day,40.2,31.1,49.3,183,Overall,85.3
103,2018,Delaware,E-Cigarette Use (Adults),Every Day,41.4,29.3,53.5,96,Male,85.3
104,2018,Delaware,E-Cigarette Use (Adults),Every Day,38.5,24.9,52.1,87,Female,85.3
105,2018,Delaware,E-Cigarette Use (Adults),Some Days,59.8,50.7,68.9,183,Overall,85.3
106,2018,Delaware,E-Cigarette Use (Adults),Some Days,58.6,46.5,70.7,96,Male,85.3
107,2018,Delaware,E-Cigarette Use (Adults),Some Days,61.5,47.9,75.1,87,Female,85.3
108,2017,Delaware,E-Cigarette Use (Adults),Every Day,44.1,33.0,55.2,139,Overall,85.3
109,2017,Delaware,E-Cigarette Use (Adults),Every Day,38.2,24.0,52.4,79,Male,85.3
110,2017,Delaware,E-Cigarette Use (Adults),Every Day,52.1,35.3,68.9,60,Female,85.3
111,2017,Delaware,E-Cigarette Use (Adults),Some Days,55.9,44.8,67.0,139,Overall,85.3
112,2017,Delaware,E-Cigarette Use (Adults),Some Days,61.8,47.6,76.0,79,Male,85.3
113,2017,Delaware,E-Cigarette Use (Adults),Some Days,47.9,31.1,64.7,60,Female,85.3
114,2016,Delaware,E-Cigarette Use (Adults),Every Day,42.5,30.9,54.1,134,Overall,85.3
115,2016,Delaware,E-Cigarette Use (Adults),Every Day,48.4,34.2,62.6,78,Male,85.3
116,2016,Delaware,E-Cigarette Use (Adults),Every Day,32.1,12.8,51.4,56,Female,85.3
117,2016,Delaware,E-Cigarette Use (Adults),Some Days,57.5,45.9,69.1,134,Overall,85.3
118,2016,Delaware,E-Cigarette Use (Adults),Some Days,51.6,37.4,65.8,78,Male,85.3
119,2016,Delaware,E-Cigarette Use (Adults),Some Days,67.9,48.6,87.2,56,Female,85.3
120,2017,District of Columbia,E-Cigarette Use (Adults),Every Day,28.1,14.0,42.2,66,Overall,84.9
121,2017,District of Columbia,E-Cigarette Use (Adults),Every Day,,,,,Male,84.9
122,2017,District of Columbia,E-Cigarette Use (Adults),Every Day,,,,,Female,84.9
123,2017,District of Columbia,E-Cigarette Use (Adults),Some Days,71.9,57.8,86.0,66,Overall,84.9
124,2017,District of Columbia,E-Cigarette Use (Adults),Some Days,,,,,Male,84.9
125,2017,District of Columbia,E-Cigarette Use (Adults),Some Days,,,,,Female,84.9
126,2016,District of Columbia,E-Cigarette Use (Adults),Every Day,15.2,5.3,25.1,63,Overall,84.9
127,2016,District of Columbia,E-Cigarette Use (Adults),Every Day,,,,,Male,84.9
128,2016,District of Columbia,E-Cigarette Use (Adults),Every Day,,,,,Female,84.9
129,2016,District of Columbia,E-Cigarette Use (Adults),Some Days,84.8,74.9,94.7,63,Overall,84.9
130,2016,District of Columbia,E-Cigarette Use (Adults),Some Days,,,,,Male,84.9
131,2016,District of Columbia,E-Cigarette Use (Adults),Some Days,,,,,Female,84.9
132,2018,Florida,E-Cigarette Use (Adults),Every Day,31.9,24.7,39.1,626,Overall,76.4
133,2018,Florida,E-Cigarette Use (Adults),Every Day,38.4,27.7,49.1,320,Male,76.4
134,2018,Florida,E-Cigarette Use (Adults),Every Day,23.1,15.1,31.1,306,Female,76.4
135,2018,Florida,E-Cigarette Use (Adults),Some Days,68.1,60.9,75.3,626,Overall,76.4
136,2018,Florida,E-Cigarette Use (Adults),Some Days,61.6,50.9,72.3,320,Male,76.4
137,2018,Florida,E-Cigarette Use (Adults),Some Days,76.9,68.9,84.9,306,Female,76.4
138,2017,Florida,E-Cigarette Use (Adults),Every Day,30.1,24.1,36.1,885,Overall,76.4
139,2017,Florida,E-Cigarette Use (Adults),Every Day,32.9,24.4,41.4,433,Male,76.4
140,2017,Florida,E-Cigarette Use (Adults),Every Day,25.7,18.1,33.3,452,Female,76.4
141,2017,Florida,E-Cigarette Use (Adults),Some Days,69.9,63.9,75.9,885,Overall,76.4
142,2017,Florida,E-Cigarette Use (Adults),Some Days,67.1,58.6,75.6,433,Male,76.4
143,2017,Florida,E-Cigarette Use (Adults),Some Days,74.3,66.7,81.9,452,Female,76.4
144,2016,Florida,E-Cigarette Use (Adults),Every Day,36.3,31.2,41.4,1349,Overall,76.4
145,2016,Florida,E-Cigarette Use (Adults),Every Day,39.5,32.4,46.6,649,Male,76.4
146,2016,Florida,E-Cigarette Use (Adults),Every Day,32.0,24.6,39.4,700,Female,76.4
147,2016,Florida,E-Cigarette Use (Adults),Some Days,63.7,58.6,68.8,1349,Overall,76.4
148,2016,Florida,E-Cigarette Use (Adults),Some Days,60.5,53.4,67.6,649,Male,76.4
149,2016,Florida,E-Cigarette Use (Adults),Some Days,68.0,60.6,75.4,700,Female,76.4
150,2018,Georgia,E-Cigarette Use (Adults),Every Day,37.8,31.5,44.1,315,Overall,75.4
151,2018,Georgia,E-Cigarette Use (Adults),Every Day,38.9,30.5,47.3,170,Male,75.4
152,2018,Georgia,E-Cigarette Use (Adults),Every Day,36.2,26.9,45.5,145,Female,75.4
153,2018,Georgia,E-Cigarette Use (Adults),Some Days,62.2,55.9,68.5,315,Overall,75.4
154,2018,Georgia,E-Cigarette Use (Adults),Some Days,61.1,52.7,69.5,170,Male,75.4
155,2018,Georgia,E-Cigarette Use (Adults),Some Days,63.8,54.5,73.1,145,Female,75.4
156,2017,Georgia,E-Cigarette Use (Adults),Every Day,38.5,30.3,46.7,189,Overall,75.4
157,2017,Georgia,E-Cigarette Use (Adults),Every Day,34.0,23.3,44.7,100,Male,75.4
158,2017,Georgia,E-Cigarette Use (Adults),Every Day,44.6,31.8,57.4,89,Female,75.4
159,2017,Georgia,E-Cigarette Use (Adults),Some Days,61.5,53.3,69.7,189,Overall,75.4
160,2017,Georgia,E-Cigarette Use (Adults),Some Days,66.0,55.3,76.7,100,Male,75.4
161,2017,Georgia,E-Cigarette Use (Adults),Some Days,55.4,42.6,68.2,89,Female,75.4
162,2016,Georgia,E-Cigarette Use (Adults),Every Day,29.4,20.9,37.9,187,Overall,75.4
163,2016,Georgia,E-Cigarette Use (Adults),Every Day,30.3,18.5,42.1,97,Male,75.4
164,2016,Georgia,E-Cigarette Use (Adults),Every Day,28.1,16.3,39.9,90,Female,75.4
165,2016,Georgia,E-Cigarette Use (Adults),Some Days,70.6,62.1,79.1,187,Overall,75.4
166,2016,Georgia,E-Cigarette Use (Adults),Some Days,69.7,57.9,81.5,97,Male,75.4
167,2016,Georgia,E-Cigarette Use (Adults),Some Days,71.9,60.1,83.7,90,Female,75.4
168,2018,Guam,E-Cigarette Use (Adults),Every Day,46.5,31.7,61.3,68,Overall,
169,2018,Guam,E-Cigarette Use (Adults),Every Day,,,,,Male,
170,2018,Guam,E-Cigarette Use (Adults),Every Day,,,,,Female,
171,2018,Guam,E-Cigarette Use (Adults),Some Days,53.5,38.7,68.3,68,Overall,
172,2018,Guam,E-Cigarette Use (Adults),Some Days,,,,,Male,
173,2018,Guam,E-Cigarette Use (Adults),Some Days,,,,,Female,
174,2017,Guam,E-Cigarette Use (Adults),Every Day,38.8,25.9,51.7,76,Overall,
175,2017,Guam,E-Cigarette Use (Adults),Every Day,,,,,Male,
176,2017,Guam,E-Cigarette Use (Adults),Every Day,,,,,Female,
177,2017,Guam,E-Cigarette Use (Adults),Some Days,61.2,48.3,74.1,76,Overall,
178,2017,Guam,E-Cigarette Use (Adults),Some Days,,,,,Male,
179,2017,Guam,E-Cigarette Use (Adults),Some Days,,,,,Female,
180,2016,Guam,E-Cigarette Use (Adults),Every Day,39.5,25.2,53.8,85,Overall,
181,2016,Guam,E-Cigarette Use (Adults),Every Day,46.1,29.0,63.2,60,Male,
182,2016,Guam,E-Cigarette Use (Adults),Every Day,,,,,Female,
183,2016,Guam,E-Cigarette Use (Adults),Some Days,60.5,46.2,74.8,85,Overall,
184,2016,Guam,E-Cigarette Use (Adults),Some Days,53.9,36.8,71.0,60,Male,
