,Year,Location Description,Data Source,Topic Description,Measure Description,Response,Data Value,Low Confidence Limit,High Confidence Limit,Sample Size,Gender,legislation percentage
652,2016,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,23.6,32.6,1056,Male,87.3
653,2016,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.7,25.3,34.1,1135,Female,87.3
654,2015,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.8,70.0,75.6,2484,Overall,87.3
655,2015,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.4,68.4,76.4,1148,Male,87.3
656,2015,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.3,69.5,77.1,1336,Female,87.3
657,2015,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.2,24.4,30.0,2484,Overall,87.3
658,2015,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.6,23.6,31.6,1148,Male,87.3
659,2015,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.7,22.9,30.5,1336,Female,87.3
660,2014,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.4,67.8,73.0,3249,Overall,87.3
661,2014,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.0,65.2,72.8,1495,Male,87.3
662,2014,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,68.4,75.4,1754,Female,87.3
663,2014,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.6,27.0,32.2,3249,Overall,87.3
664,2014,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.0,27.2,34.8,1495,Male,87.3
665,2014,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,24.6,31.6,1754,Female,87.3
666,2013,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.4,71.8,77.0,2553,Overall,87.3
667,2013,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,70.1,77.7,1152,Male,87.3
668,2013,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.9,71.4,78.4,1401,Female,87.3
669,2013,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.6,23.0,28.2,2553,Overall,87.3
670,2013,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,22.3,29.9,1152,Male,87.3
671,2013,Nebraska,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.1,21.6,28.6,1401,Female,87.3
672,2016,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.4,60.1,70.7,641,Overall,87.6
673,2016,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.6,57.0,72.2,325,Male,87.6
674,2016,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.4,59.1,73.7,316,Female,87.6
675,2016,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.6,29.3,39.9,641,Overall,87.6
676,2016,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.4,27.8,43.0,325,Male,87.6
677,2016,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.6,26.3,40.9,316,Female,87.6
678,2015,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.6,59.3,73.9,446,Overall,87.6
679,2015,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,58.6,48.0,69.2,195,Male,87.6
680,2015,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.9,70.5,85.3,251,Female,87.6
681,2015,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.4,26.1,40.7,446,Overall,87.6
682,2015,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,41.4,30.8,52.0,195,Male,87.6
683,2015,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.1,14.7,29.5,251,Female,87.6
684,2014,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,63.9,57.5,70.3,563,Overall,87.6
685,2014,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.7,56.1,73.3,263,Male,87.6
686,2014,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,62.7,53.2,72.2,300,Female,87.6
687,2014,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,36.1,29.7,42.5,563,Overall,87.6
688,2014,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.3,26.7,43.9,263,Male,87.6
689,2014,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,37.3,27.8,46.8,300,Female,87.6
690,2013,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,62.6,73.6,888,Overall,87.6
691,2013,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,63.8,55.3,72.3,388,Male,87.6
692,2013,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.1,66.7,79.5,500,Female,87.6
693,2013,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.9,26.4,37.4,888,Overall,87.6
694,2013,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,36.2,27.7,44.7,388,Male,87.6
695,2013,Nevada,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.9,20.5,33.3,500,Female,87.6
696,2016,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.2,67.7,76.7,842,Overall,87.2
697,2016,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.0,64.5,77.5,400,Male,87.2
698,2016,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.5,67.2,79.8,442,Female,87.2
699,2016,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.8,23.3,32.3,842,Overall,87.2
700,2016,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.0,22.5,35.5,400,Male,87.2
701,2016,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.5,20.2,32.8,442,Female,87.2
702,2015,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.8,66.6,75.0,873,Overall,87.2
703,2015,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.0,63.8,76.2,371,Male,87.2
704,2015,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.7,66.2,77.2,502,Female,87.2
705,2015,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.2,25.0,33.4,873,Overall,87.2
706,2015,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.0,23.8,36.2,371,Male,87.2
707,2015,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.3,22.8,33.8,502,Female,87.2
708,2014,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,69.9,77.9,852,Overall,87.2
709,2014,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.9,68.9,80.9,354,Male,87.2
710,2014,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.9,67.6,78.2,498,Female,87.2
711,2014,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,22.1,30.1,852,Overall,87.2
712,2014,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.1,19.1,31.1,354,Male,87.2
713,2014,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.1,21.8,32.4,498,Female,87.2
714,2013,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.8,72.0,79.6,847,Overall,87.2
715,2013,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.7,69.0,80.4,374,Male,87.2
716,2013,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.0,71.9,82.1,473,Female,87.2
717,2013,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.2,20.4,28.0,847,Overall,87.2
718,2013,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.3,19.6,31.0,374,Male,87.2
719,2013,New Hampshire,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.0,17.9,28.1,473,Female,87.2
720,2016,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.5,61.6,71.4,977,Overall,85.9
721,2016,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.1,59.1,73.1,454,Male,85.9
722,2016,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,60.1,73.7,523,Female,85.9
723,2016,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.5,28.6,38.4,977,Overall,85.9
724,2016,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.9,26.9,40.9,454,Male,85.9
725,2016,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.1,26.3,39.9,523,Female,85.9
726,2015,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,63.2,59.1,67.3,1448,Overall,85.9
727,2015,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,62.8,57.0,68.6,629,Male,85.9
728,2015,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,63.9,58.1,69.7,819,Female,85.9
729,2015,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,36.8,32.7,40.9,1448,Overall,85.9
730,2015,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,37.2,31.4,43.0,629,Male,85.9
731,2015,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,36.1,30.3,41.9,819,Female,85.9
732,2014,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,62.6,59.1,66.1,1678,Overall,85.9
733,2014,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,60.7,55.6,65.8,734,Male,85.9
734,2014,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.1,60.7,69.5,944,Female,85.9
735,2014,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,37.4,33.9,40.9,1678,Overall,85.9
736,2014,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,39.3,34.2,44.4,734,Male,85.9
737,2014,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.9,30.5,39.3,944,Female,85.9
738,2013,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.8,64.7,70.9,1918,Overall,85.9
739,2013,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.7,63.3,72.1,895,Male,85.9
740,2013,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.0,63.7,72.3,1023,Female,85.9
741,2013,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.2,29.1,35.3,1918,Overall,85.9
742,2013,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.3,27.9,36.7,895,Male,85.9
743,2013,New Jersey,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.0,27.7,36.3,1023,Female,85.9
744,2016,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,61.9,56.9,66.9,838,Overall,86.8
745,2016,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,58.0,50.8,65.2,403,Male,86.8
746,2016,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.0,60.6,73.4,435,Female,86.8
747,2016,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,38.1,33.1,43.1,838,Overall,86.8
748,2016,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,42.0,34.8,49.2,403,Male,86.8
749,2016,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.0,26.6,39.4,435,Female,86.8
750,2015,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.5,59.9,69.1,956,Overall,86.8
751,2015,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.0,57.4,70.6,436,Male,86.8
752,2015,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.0,58.8,71.2,520,Female,86.8
753,2015,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.5,30.9,40.1,956,Overall,86.8
754,2015,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,36.0,29.4,42.6,436,Male,86.8
755,2015,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.0,28.8,41.2,520,Female,86.8
756,2014,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.1,62.2,70.0,1322,Overall,86.8
757,2014,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.5,59.9,71.1,627,Male,86.8
758,2014,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,61.5,72.3,695,Female,86.8
759,2014,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.9,30.0,37.8,1322,Overall,86.8
760,2014,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.5,28.9,40.1,627,Male,86.8
761,2014,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.1,27.7,38.5,695,Female,86.8
762,2013,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.3,62.9,69.7,1543,Overall,86.8
763,2013,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.8,61.0,70.6,744,Male,86.8
764,2013,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.8,62.1,71.5,799,Female,86.8
765,2013,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.7,30.3,37.1,1543,Overall,86.8
766,2013,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.2,29.4,39.0,744,Male,86.8
767,2013,New Mexico,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.2,28.5,37.9,799,Female,86.8
768,2016,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.4,62.6,68.2,5228,Overall,83.5
769,2016,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.0,60.0,68.0,2470,Male,83.5
770,2016,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.1,63.2,71.0,2758,Female,83.5
771,2016,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.6,31.8,37.4,5228,Overall,83.5
772,2016,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,36.0,32.0,40.0,2470,Male,83.5
773,2016,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.9,29.0,36.8,2758,Female,83.5
774,2015,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,63.7,70.1,1574,Overall,83.5
775,2015,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.2,60.6,69.8,728,Male,83.5
776,2015,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.0,64.9,73.1,846,Female,83.5
777,2015,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.1,29.9,36.3,1574,Overall,83.5
778,2015,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.8,30.2,39.4,728,Male,83.5
779,2015,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.0,26.9,35.1,846,Female,83.5
780,2014,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.8,61.8,69.8,835,Overall,83.5
781,2014,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.7,58.9,70.5,404,Male,83.5
782,2014,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.2,61.7,72.7,431,Female,83.5
783,2014,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.2,30.2,38.2,835,Overall,83.5
784,2014,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.3,29.5,41.1,404,Male,83.5
785,2014,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.8,27.3,38.3,431,Female,83.5
786,2013,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.4,63.9,70.9,1194,Overall,83.5
787,2013,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.6,59.5,69.7,584,Male,83.5
788,2013,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.8,66.0,75.6,610,Female,83.5
789,2013,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.6,29.1,36.1,1194,Overall,83.5
790,2013,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.4,30.3,40.5,584,Male,83.5
791,2013,New York,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.2,24.4,34.0,610,Female,83.5
792,2016,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,67.4,74.4,1077,Overall,81.4
793,2016,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.4,64.5,74.3,564,Male,81.4
794,2016,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.7,67.9,77.5,513,Female,81.4
795,2016,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.1,25.6,32.6,1077,Overall,81.4
796,2016,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.6,25.7,35.5,564,Male,81.4
797,2016,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.3,22.5,32.1,513,Female,81.4
798,2015,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.3,68.1,74.5,1088,Overall,81.4
799,2015,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.0,65.5,74.5,549,Male,81.4
800,2015,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.0,68.6,77.4,539,Female,81.4
801,2015,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.7,25.5,31.9,1088,Overall,81.4
802,2015,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.0,25.5,34.5,549,Male,81.4
803,2015,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.0,22.6,31.4,539,Female,81.4
804,2014,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.0,64.8,71.2,1165,Overall,81.4
805,2014,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.1,60.5,69.7,589,Male,81.4
806,2014,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.5,67.2,75.8,576,Female,81.4
807,2014,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.0,28.8,35.2,1165,Overall,81.4
808,2014,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.9,30.3,39.5,589,Male,81.4
809,2014,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.5,24.2,32.8,576,Female,81.4
810,2013,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.1,67.0,73.2,1543,Overall,81.4
811,2013,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.4,64.0,72.8,699,Male,81.4
812,2013,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.2,68.0,76.4,844,Female,81.4
813,2013,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.9,26.8,33.0,1543,Overall,81.4
814,2013,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.6,27.2,36.0,699,Male,81.4
815,2013,North Carolina,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.8,23.6,32.0,844,Female,81.4
816,2016,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,67.0,74.8,838,Overall,87.0
817,2016,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,65.9,75.9,473,Male,87.0
818,2016,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.0,64.7,77.3,365,Female,87.0
819,2016,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.1,25.2,33.0,838,Overall,87.0
820,2016,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.1,24.1,34.1,473,Male,87.0
821,2016,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.0,22.7,35.3,365,Female,87.0
822,2015,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.0,68.7,77.3,725,Overall,87.0
823,2015,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.0,67.3,78.7,391,Male,87.0
824,2015,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.9,66.6,79.2,334,Female,87.0
825,2015,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.0,22.7,31.3,725,Overall,87.0
826,2015,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.0,21.3,32.7,391,Male,87.0
827,2015,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.1,20.8,33.4,334,Female,87.0
828,2014,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.3,68.3,76.3,1163,Overall,87.0
829,2014,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.6,69.4,79.8,546,Male,87.0
830,2014,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.8,62.5,75.1,617,Female,87.0
831,2014,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.7,23.7,31.7,1163,Overall,87.0
832,2014,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.4,20.2,30.6,546,Male,87.0
833,2014,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.2,24.9,37.5,617,Female,87.0
834,2013,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.8,70.3,77.3,1336,Overall,87.0
835,2013,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.8,72.3,81.3,672,Male,87.0
836,2013,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,64.6,75.8,664,Female,87.0
837,2013,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.2,22.7,29.7,1336,Overall,87.0
838,2013,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.2,18.7,27.7,672,Male,87.0
839,2013,North Dakota,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,24.2,35.4,664,Female,87.0
840,2016,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.5,73.8,79.2,2169,Overall,77.8
841,2016,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.0,71.1,78.9,978,Male,77.8
842,2016,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.3,74.7,81.9,1191,Female,77.8
843,2016,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.5,20.8,26.2,2169,Overall,77.8
844,2016,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.0,21.1,28.9,978,Male,77.8
845,2016,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.7,18.1,25.3,1191,Female,77.8
846,2015,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.7,69.3,76.1,1929,Overall,77.8
847,2015,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,65.6,75.6,855,Male,77.8
848,2015,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.0,70.3,79.7,1074,Female,77.8
849,2015,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.3,23.9,30.7,1929,Overall,77.8
850,2015,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,24.4,34.4,855,Male,77.8
851,2015,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.0,20.3,29.7,1074,Female,77.8
852,2014,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.1,70.9,77.3,1834,Overall,77.8
853,2014,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.0,68.0,78.0,773,Male,77.8
854,2014,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.2,71.1,79.3,1061,Female,77.8
855,2014,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.9,22.7,29.1,1834,Overall,77.8
856,2014,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.0,22.0,32.0,773,Male,77.8
857,2014,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.8,20.7,28.9,1061,Female,77.8
858,2013,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.3,73.8,78.8,2371,Overall,77.8
859,2013,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.1,73.4,80.8,997,Male,77.8
860,2013,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.5,72.2,78.8,1374,Female,77.8
861,2013,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.7,21.2,26.2,2371,Overall,77.8
862,2013,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.9,19.2,26.6,997,Male,77.8
863,2013,Ohio,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.5,21.2,27.8,1374,Female,77.8
864,2016,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.7,68.0,75.4,1010,Overall,82.5
865,2016,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.0,66.4,77.6,445,Male,82.5
866,2016,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.3,66.5,76.1,565,Female,82.5
867,2016,Oklahoma,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.3,24.6,32.0,1010,Overall,82.5
